,ageEstimate,companyFollowerCount,companyName,companyStaffCount,companyUrn,connectionsCount,country,followable,followersCount,genderEstimate,isPremium,mbrLocation,mbrLocationCode,mbrTitle,memberUrn,posLocation,posTitle,positionId,avgMemberPosDuration,avgCompanyPosDuration,cluster
0,41,198859,Commonwealth Bank,32905,urn:li:company:2848,500,au,1,506,male,0,"Sydney Area, Australia","urn:li:fs_region:(au,4910)",Portfolio Executive at Commonwealth Bank,urn:li:member:10013136,"Sydney, Australia",Portfolio Executive,240345,760.5,989.9361,1
1,41,198859,Commonwealth Bank,32905,urn:li:company:2848,500,au,1,506,male,0,"Sydney Area, Australia","urn:li:fs_region:(au,4910)",Portfolio Executive at Commonwealth Bank,urn:li:member:10013136,"Sydney, Australia",Solution Delivery Executive,240346,760.5,989.9361,1
2,41,10047,CommSec,619,urn:li:company:2851,500,au,1,506,male,0,"Sydney Area, Australia","urn:li:fs_region:(au,4910)",Portfolio Executive at Commonwealth Bank,urn:li:member:10013136,"Sydney, Australia",Project Manager,240348,760.5,747.2308,1
3,41,198859,Commonwealth Bank,32905,urn:li:company:2848,500,au,1,506,male,0,"Sydney Area, Australia","urn:li:fs_region:(au,4910)",Portfolio Executive at Commonwealth Bank,urn:li:member:10013136,"Sydney, Australia",Project Manager,240350,760.5,989.9361,1
4,30,300723,PayPal,22522,urn:li:company:1482,500,au,1,951,female,0,"Sydney Area, Australia","urn:li:fs_region:(au,4910)","Senior Marketing Manager, PayPal",urn:li:member:100186032,"Sydney, Australia",Senior Marketing Manager,229893,395.2857,683.3496,1
5,30,71403,Optus,10913,urn:li:company:2711,500,au,1,951,female,0,"Sydney Area, Australia","urn:li:fs_region:(au,4910)","Senior Marketing Manager, PayPal",urn:li:member:100186032,"Sydney, Australia","Digital and Social Engagement Leader, Optus Business",229894,395.2857,977.6553,1
6,30,4385293,IBM,568533,urn:li:company:1009,500,au,1,951,female,0,"Sydney Area, Australia","urn:li:fs_region:(au,4910)","Senior Marketing Manager, PayPal",urn:li:member:100186032,Greater New York City Area,Social Brand Marketing,229895,395.2857,1188.7339,1
7,30,4385293,IBM,568533,urn:li:company:1009,500,au,1,951,female,0,"Sydney Area, Australia","urn:li:fs_region:(au,4910)","Senior Marketing Manager, PayPal",urn:li:member:100186032,Australia,Brand Strategist,229896,395.2857,1188.7339,1
8,30,4385293,IBM,568533,urn:li:company:1009,500,au,1,951,female,0,"Sydney Area, Australia","urn:li:fs_region:(au,4910)","Senior Marketing Manager, PayPal",urn:li:member:100186032,Australia,Brand Expression Lead,229897,395.2857,1188.7339,1
9,30,4385293,IBM,568533,urn:li:company:1009,500,au,1,951,female,0,"Sydney Area, Australia","urn:li:fs_region:(au,4910)","Senior Marketing Manager, PayPal",urn:li:member:100186032,"St Leonards, Australia",Brand System Graduate,229898,395.2857,1188.7339,1
10,30,4385293,IBM,568533,urn:li:company:1009,500,au,1,951,female,0,"Sydney Area, Australia","urn:li:fs_region:(au,4910)","Senior Marketing Manager, PayPal",urn:li:member:100186032,"Sydney, Australia",Internal Communications and Field Enablement,229899,395.2857,1188.7339,1
11,30,15839,Jigsaw Clothing,447,urn:li:company:1973398,500,au,1,951,female,0,"Sydney Area, Australia","urn:li:fs_region:(au,4910)","Senior Marketing Manager, PayPal",urn:li:member:100186032,"Sydney, Australia",Marketing Intern,229900,395.2857,608.0096,1
12,33,251,Hotel Grand Chancellor Hobart,59,urn:li:company:448442,500,au,1,886,male,1,"Leura, New South Wales, Australia","urn:li:fs_city:(au,2-4068)",Conference and Events Manager at Fairmont Resort Blue Mountains - MGallery Collection,urn:li:member:100189195,Hobart,Assistant Banquet Manager,337517,898.3333,797.8854,1
13,33,47886,Hilton Hotels & Resorts,5214,urn:li:company:3880734,500,au,1,886,male,1,"Leura, New South Wales, Australia","urn:li:fs_city:(au,2-4068)",Conference and Events Manager at Fairmont Resort Blue Mountains - MGallery Collection,urn:li:member:100189195,"Adelaide, Australia",Banquet Team Leader,337518,898.3333,717.4315,1
14,33,3043,Adelaide Convention Centre,158,urn:li:company:139584,500,au,1,886,male,1,"Leura, New South Wales, Australia","urn:li:fs_city:(au,2-4068)",Conference and Events Manager at Fairmont Resort Blue Mountains - MGallery Collection,urn:li:member:100189195,"Adelaide, Australia",F&B Attendant,337519,898.3333,1362.8257,1
15,33,124267,Taj Hotels,9870,urn:li:company:10143,500,au,1,886,male,1,"Leura, New South Wales, Australia","urn:li:fs_city:(au,2-4068)",Conference and Events Manager at Fairmont Resort Blue Mountains - MGallery Collection,urn:li:member:100189195,"Mumbai Area, India",Various,337520,898.3333,740.5,1
16,33,14331,The Star Gold Coast,1270,urn:li:company:18018975,500,au,1,886,male,1,"Leura, New South Wales, Australia","urn:li:fs_city:(au,2-4068)",Conference and Events Manager at Fairmont Resort Blue Mountains - MGallery Collection,urn:li:member:100189195,Gold Coast,Events Opetations Manager ,29038883,898.3333,932.2632,0
17,33,391,"Fairmont Resort & Spa Blue Mountains, MGallery by Sofitel",56,urn:li:company:997903,500,au,1,886,male,1,"Leura, New South Wales, Australia","urn:li:fs_city:(au,2-4068)",Conference and Events Manager at Fairmont Resort Blue Mountains - MGallery Collection,urn:li:member:100189195,"Blue Mountains, Australia ",Conference and Events Manager,32893055,898.3333,513.1781,0
18,33,14331,The Star Gold Coast,1270,urn:li:company:18018975,500,au,1,886,male,1,"Leura, New South Wales, Australia","urn:li:fs_city:(au,2-4068)",Conference and Events Manager at Fairmont Resort Blue Mountains - MGallery Collection,urn:li:member:100189195,Gold Coast ,Events Operations Manager ,32893056,898.3333,932.2632,0
19,40,149380,Laing O'Rourke,7114,urn:li:company:164668,500,au,1,556,male,0,"Sydney, Australia","urn:li:fs_region:(au,4910)",Construction Manager at Laing O'Rourke,urn:li:member:100207000,Novorail - Auburn Jct,General Senior Project Engineer,227259,988.8333,769.3222,1
20,40,117254,CPB Contractors,6157,urn:li:company:13648,500,au,1,556,male,0,"Sydney, Australia","urn:li:fs_region:(au,4910)",Construction Manager at Laing O'Rourke,urn:li:member:100207000,"SFL, M2, K2RQ Sydney Area, Australia",Senior Project Engineer,227260,988.8333,750.7748,1
21,40,117254,CPB Contractors,6157,urn:li:company:13648,500,au,1,556,male,0,"Sydney, Australia","urn:li:fs_region:(au,4910)",Construction Manager at Laing O'Rourke,urn:li:member:100207000,K2RQ,Project Engineer,227261,988.8333,750.7748,1
22,40,45954,Costain Group PLC,3528,urn:li:company:15806,500,au,1,556,male,0,"Sydney, Australia","urn:li:fs_region:(au,4910)",Construction Manager at Laing O'Rourke,urn:li:member:100207000,A34/M4 J13 Chieveley; Sirhowy Enterprise Way; Porth Relief Road,Section Engineer,227263,988.8333,944.1091,1
23,40,205942,Lendlease,14094,urn:li:company:4853,500,au,1,556,male,0,"Sydney, Australia","urn:li:fs_region:(au,4910)",Construction Manager at Laing O'Rourke,urn:li:member:100207000,"Sydney, Australia",Undergraduate,227265,988.8333,948.31,1
24,40,149380,Laing O'Rourke,7114,urn:li:company:164668,500,au,1,556,male,0,"Sydney, Australia","urn:li:fs_region:(au,4910)",Construction Manager at Laing O'Rourke,urn:li:member:100207000,Sydney Yard Access Bridge,Construction Manager,27332200,988.8333,769.3222,0
25,42,37530,Transport for NSW,4218,urn:li:company:624981,500,au,1,15286,male,0,"Sydney Area, Australia","urn:li:fs_region:(au,4910)",Educ8 - Innov8 - Cultiv8 - Founder #Elev8 - #Speaker #Advisor #Trainer My Focus? Tech and People Strategy & Planning,urn:li:member:100271877,"Sydney, Australia",Manager - Organisational Strategy,32365,673.3571,574.1019,1
26,42,23099,Reserve Bank of Australia,1146,urn:li:company:165713,500,au,1,15286,male,0,"Sydney Area, Australia","urn:li:fs_region:(au,4910)",Educ8 - Innov8 - Cultiv8 - Founder #Elev8 - #Speaker #Advisor #Trainer My Focus? Tech and People Strategy & Planning,urn:li:member:100271877,"Sydney, Australia",Talent Management Lead,32366,673.3571,1008.6918,1
27,42,58372,Amcor,9391,urn:li:company:6311,500,au,1,15286,male,0,"Sydney Area, Australia","urn:li:fs_region:(au,4910)",Educ8 - Innov8 - Cultiv8 - Founder #Elev8 - #Speaker #Advisor #Trainer My Focus? Tech and People Strategy & Planning,urn:li:member:100271877,44 Countries,Global Talent Management Lead,32367,673.3571,1280.0075,1
28,42,62718,Orica,5778,urn:li:company:7345,500,au,1,15286,male,0,"Sydney Area, Australia","urn:li:fs_region:(au,4910)",Educ8 - Innov8 - Cultiv8 - Founder #Elev8 - #Speaker #Advisor #Trainer My Focus? Tech and People Strategy & Planning,urn:li:member:100271877,53 Countries,Global Talent Management Lead,32368,673.3571,1094.2537,1
29,42,68163,SAP Ariba,3367,urn:li:company:2818,500,au,1,15286,male,0,"Sydney Area, Australia","urn:li:fs_region:(au,4910)",Educ8 - Innov8 - Cultiv8 - Founder #Elev8 - #Speaker #Advisor #Trainer My Focus? Tech and People Strategy & Planning,urn:li:member:100271877,Australia,APAC Talent Management Lead,32369,673.3571,951.2526,1
30,42,4385293,IBM,568533,urn:li:company:1009,500,au,1,15286,male,0,"Sydney Area, Australia","urn:li:fs_region:(au,4910)",Educ8 - Innov8 - Cultiv8 - Founder #Elev8 - #Speaker #Advisor #Trainer My Focus? Tech and People Strategy & Planning,urn:li:member:100271877,"Sydney, Australia",Recruitment Business Partner,32370,673.3571,1188.7339,1
31,42,380980,NetApp,11689,urn:li:company:2105,500,au,1,15286,male,0,"Sydney Area, Australia","urn:li:fs_region:(au,4910)",Educ8 - Innov8 - Cultiv8 - Founder #Elev8 - #Speaker #Advisor #Trainer My Focus? Tech and People Strategy & Planning,urn:li:member:100271877,"Brussels Area, Belgium",EMEA Talent Lead,32371,673.3571,1012.2407,1
32,42,3081546,Nestlé,160863,urn:li:company:1393,500,au,1,15286,male,0,"Sydney Area, Australia","urn:li:fs_region:(au,4910)",Educ8 - Innov8 - Cultiv8 - Founder #Elev8 - #Speaker #Advisor #Trainer My Focus? Tech and People Strategy & Planning,urn:li:member:100271877,"Lausanne Area, Switzerland",Talent Services Lead,32372,673.3571,937.3309,1
33,42,1273365,Novartis,121437,urn:li:company:1406,500,au,1,15286,male,0,"Sydney Area, Australia","urn:li:fs_region:(au,4910)",Educ8 - Innov8 - Cultiv8 - Founder #Elev8 - #Speaker #Advisor #Trainer My Focus? Tech and People Strategy & Planning,urn:li:member:100271877,"Basel Area, Switzerland",Talent Lead,32373,673.3571,919.0666,1
34,42,97135,Ciber Global,4564,urn:li:company:157295,500,au,1,15286,male,0,"Sydney Area, Australia","urn:li:fs_region:(au,4910)",Educ8 - Innov8 - Cultiv8 - Founder #Elev8 - #Speaker #Advisor #Trainer My Focus? Tech and People Strategy & Planning,urn:li:member:100271877,"Eindhoven Area, Netherlands",EMEA Talent Lead,32374,673.3571,927.1518,1
35,42,1190501,GSK,91629,urn:li:company:1399,500,au,1,15286,male,0,"Sydney Area, Australia","urn:li:fs_region:(au,4910)",Educ8 - Innov8 - Cultiv8 - Founder #Elev8 - #Speaker #Advisor #Trainer My Focus? Tech and People Strategy & Planning,urn:li:member:100271877,"London, United Kingdom",UK Talent Lead,32375,673.3571,1003.5133,1
36,42,1189220,SAP,118819,urn:li:company:1115,500,au,1,15286,male,0,"Sydney Area, Australia","urn:li:fs_region:(au,4910)",Educ8 - Innov8 - Cultiv8 - Founder #Elev8 - #Speaker #Advisor #Trainer My Focus? Tech and People Strategy & Planning,urn:li:member:100271877,"London, United Kingdom",Recruitment Lead,32376,673.3571,948.9996,1
37,42,25021,HCL AXON,3059,urn:li:company:5254,500,au,1,15286,male,0,"Sydney Area, Australia","urn:li:fs_region:(au,4910)",Educ8 - Innov8 - Cultiv8 - Founder #Elev8 - #Speaker #Advisor #Trainer My Focus? Tech and People Strategy & Planning,urn:li:member:100271877,"London, United Kingdom",Key Account Manager,32377,673.3571,959.9438,1
38,42,9983,RZ Group,140,urn:li:company:21883,500,au,1,15286,male,0,"Sydney Area, Australia","urn:li:fs_region:(au,4910)",Educ8 - Innov8 - Cultiv8 - Founder #Elev8 - #Speaker #Advisor #Trainer My Focus? Tech and People Strategy & Planning,urn:li:member:100271877,"Edinburgh, United Kingdom",Senior Account Manager,32378,673.3571,535.1429,1
39,42,5906,Creative Personnel,55,urn:li:company:51370,500,au,1,15286,male,0,"Sydney Area, Australia","urn:li:fs_region:(au,4910)",Educ8 - Innov8 - Cultiv8 - Founder #Elev8 - #Speaker #Advisor #Trainer My Focus? Tech and People Strategy & Planning,urn:li:member:100271877,"London, United Kingdom",Recruitment Consultant,32379,673.3571,464,1
40,48,98763,Deloitte Australia,6533,urn:li:company:8810,500,au,1,4247,male,1,"Sydney Area, Australia","urn:li:fs_region:(au,4910)",Partner | Advisory | Operations Transformation,urn:li:member:1002879,"Sydney, Australia",Partner | Consulting | Future of Government,33196,1052.9,789.6119,1
41,48,13694,Grant Thornton Australia,1255,urn:li:company:462735,500,au,1,4247,male,1,"Sydney Area, Australia","urn:li:fs_region:(au,4910)",Partner | Advisory | Operations Transformation,urn:li:member:1002879,"Sydney, Australia",Partner | Growth Advisory,33197,1052.9,849.8281,1
42,48,13694,Grant Thornton Australia,1255,urn:li:company:462735,500,au,1,4247,male,1,"Sydney Area, Australia","urn:li:fs_region:(au,4910)",Partner | Advisory | Operations Transformation,urn:li:member:1002879,"Sydney, Australia",Director | Consulting,33198,1052.9,849.8281,1
43,48,1660685,PwC,235683,urn:li:company:1044,500,au,1,4247,male,1,"Sydney Area, Australia","urn:li:fs_region:(au,4910)",Partner | Advisory | Operations Transformation,urn:li:member:1002879,"Sydney, Australia",Management Consultant | People & Change,33199,1052.9,1214.539,1
44,48,151686,National Australia Bank,27944,urn:li:company:2357,500,au,1,4247,male,1,"Sydney Area, Australia","urn:li:fs_region:(au,4910)",Partner | Advisory | Operations Transformation,urn:li:member:1002879,"Sydney, Australia",Business Partner | People & Culture,33200,1052.9,941.0968,1
45,48,31923,King & Wood Mallesons,3494,urn:li:company:9206,500,au,1,4247,male,1,"Sydney Area, Australia","urn:li:fs_region:(au,4910)",Partner | Advisory | Operations Transformation,urn:li:member:1002879,"Sydney, Australia",Group Manager | People & Development,33201,1052.9,1002.4695,1
46,48,198859,Commonwealth Bank,32905,urn:li:company:2848,500,au,1,4247,male,1,"Sydney Area, Australia","urn:li:fs_region:(au,4910)",Partner | Advisory | Operations Transformation,urn:li:member:1002879,"Sydney, Australia",Manager | People & Change,33202,1052.9,989.9361,1
47,48,795604,KPMG,180604,urn:li:company:2525300,500,au,1,4247,male,1,"Sydney Area, Australia","urn:li:fs_region:(au,4910)",Partner | Advisory | Operations Transformation,urn:li:member:1002879,"Sydney, Australia",Senior Consultant | People & Development,33203,1052.9,837.6367,1
48,48,6004,Cuscal Limited,425,urn:li:company:21641,500,au,1,4247,male,1,"Sydney Area, Australia","urn:li:fs_region:(au,4910)",Partner | Advisory | Operations Transformation,urn:li:member:1002879,"Sydney, Australia",Senior Consultant | Talent & Leadership,33204,1052.9,954.8404,1
49,48,31594,Manpower UK,803,urn:li:company:1973395,500,au,1,4247,male,1,"Sydney Area, Australia","urn:li:fs_region:(au,4910)",Partner | Advisory | Operations Transformation,urn:li:member:1002879,"Sydney, Australia",Consultant | Talent Aquisition,33206,1052.9,803.496,1
50,51,91391,Victoria University,3653,urn:li:company:245820,500,au,1,7908,male,0,"Melbourne, Australia","urn:li:fs_region:(au,4900)","Research Leader (Sport) and Professorial Research Fellow at Institute of Sport, Exercise and Active Living (ISEAL), Victoria University, Australia",urn:li:member:100324129,"Sydney, Australia",Research Leader (Sport) and Professorial Research Fellow,248334,1039.2857,953.0993,1
51,51,5293,Exercise & Sports Science Australia (ESSA),62,urn:li:company:1030717,500,au,1,7908,male,0,"Melbourne, Australia","urn:li:fs_region:(au,4900)","Research Leader (Sport) and Professorial Research Fellow at Institute of Sport, Exercise and Active Living (ISEAL), Victoria University, Australia",urn:li:member:100324129,"Sydney, Australia",Director (Sport Science),248336,1039.2857,1080.3387,1
52,51,9038,University of Verona,1602,urn:li:company:20613,500,au,1,7908,male,0,"Melbourne, Australia","urn:li:fs_region:(au,4900)","Research Leader (Sport) and Professorial Research Fellow at Institute of Sport, Exercise and Active Living (ISEAL), Victoria University, Australia",urn:li:member:100324129,"Sydney, Australia",Associate Professor,248338,1039.2857,895.975,1
53,51,5293,Exercise & Sports Science Australia (ESSA),62,urn:li:company:1030717,500,au,1,7908,male,0,"Melbourne, Australia","urn:li:fs_region:(au,4900)","Research Leader (Sport) and Professorial Research Fellow at Institute of Sport, Exercise and Active Living (ISEAL), Victoria University, Australia",urn:li:member:100324129,"Sydney, Australia",President,248339,1039.2857,1080.3387,1
54,51,104370,The University of Western Australia,5551,urn:li:company:9334,500,au,1,7908,male,0,"Melbourne, Australia","urn:li:fs_region:(au,4900)","Research Leader (Sport) and Professorial Research Fellow at Institute of Sport, Exercise and Active Living (ISEAL), Victoria University, Australia",urn:li:member:100324129,"Sydney, Australia",Senior Lecturer,248340,1039.2857,934.4251,1
55,51,64404,Universidade Federal de Pernambuco,5070,urn:li:company:28514,500,au,1,7908,male,0,"Melbourne, Australia","urn:li:fs_region:(au,4900)","Research Leader (Sport) and Professorial Research Fellow at Institute of Sport, Exercise and Active Living (ISEAL), Victoria University, Australia",urn:li:member:100324129,Brazil,Special Visiting Professor,27925057,1039.2857,830.9881,0
56,29,744,Hunter Valley Coal Chain Coordinator,54,urn:li:company:1669606,222,au,1,221,male,0,"Newcastle, Australia","urn:li:fs_region:(au,4902)",Strategic Planning Lead at HVCCC,urn:li:member:100356487,"Sydney, Australia",Modelling Lead,207480,1229.8,823.2308,1
57,29,88257,University of Newcastle,4671,urn:li:company:13585,222,au,1,221,male,0,"Newcastle, Australia","urn:li:fs_region:(au,4902)",Strategic Planning Lead at HVCCC,urn:li:member:100356487,"Sydney, Australia",Member of Industry Advisory Board for Computer Science and Software Engineering,207481,1229.8,968.5274,1
58,29,744,Hunter Valley Coal Chain Coordinator,54,urn:li:company:1669606,222,au,1,221,male,0,"Newcastle, Australia","urn:li:fs_region:(au,4902)",Strategic Planning Lead at HVCCC,urn:li:member:100356487,"Sydney, Australia",Specialist Capacity and Operations Research,207482,1229.8,823.2308,1
59,29,744,Hunter Valley Coal Chain Coordinator,54,urn:li:company:1669606,222,au,1,221,male,0,"Newcastle, Australia","urn:li:fs_region:(au,4902)",Strategic Planning Lead at HVCCC,urn:li:member:100356487,"Sydney, Australia",Strategic Modeller,207483,1229.8,823.2308,1
60,29,8150,Gilbert + Tobin,716,urn:li:company:163992,222,au,1,221,male,0,"Newcastle, Australia","urn:li:fs_region:(au,4902)",Strategic Planning Lead at HVCCC,urn:li:member:100356487,"Sydney, Australia",Litigation Support Manager,207484,1229.8,932.9588,1
61,29,1178748,JPMorgan Chase & Co.,258692,urn:li:company:1068,222,au,1,221,male,0,"Newcastle, Australia","urn:li:fs_region:(au,4902)",Strategic Planning Lead at HVCCC,urn:li:member:100356487,"Sydney, Australia",Network Administrator,207485,1229.8,1074.1003,1
62,29,744,Hunter Valley Coal Chain Coordinator,54,urn:li:company:1669606,222,au,1,221,male,0,"Newcastle, Australia","urn:li:fs_region:(au,4902)",Strategic Planning Lead at HVCCC,urn:li:member:100356487,"Sydney, Australia",Strategic Planning Lead,32896880,1229.8,823.2308,0
63,24,253116,Groupon,12224,urn:li:company:355611,500,au,1,1018,male,0,"Sydney Area, Australia","urn:li:fs_region:(au,4910)",Marketing & Sales Expert.,urn:li:member:100359188,"Sydney, Australia",NSW Business Development Manager,330859,704.5,490.1736,1
64,24,250752,Universal Music Group,7521,urn:li:company:3007,500,au,1,1018,male,0,"Sydney Area, Australia","urn:li:fs_region:(au,4910)",Marketing & Sales Expert.,urn:li:member:100359188,"Sydney, Australia",Bravado Merchandise Sales Executive (National Sales Manager),330860,704.5,842.0802,1
65,50,14,Karen David International,2,urn:li:company:1563355,500,au,1,995,male,0,"Clontarf, Queensland, Australia","urn:li:fs_city:(au,4-56)","Freelance Educator, Hairdresser and Industry Expert",urn:li:member:100369680,Worldwide,Affiliate for The Salon Success Club,171543,851.5,1065,1
66,22,85260,General Assembly,2901,urn:li:company:2408664,136,au,1,137,male,0,"Melbourne Area, Australia","urn:li:fs_region:(au,4900)",Owner Aruza | Full Stack Web Developer,urn:li:member:100378715,"Melbourne, Australia",Software Engineer,26999,92,185.8841,1
67,37,13683,ASG Group,4322,urn:li:company:12910,371,au,1,372,male,0,"Melbourne, Australia","urn:li:fs_region:(au,4900)",Pega Senior System Architect,urn:li:member:100496000,"Melbourne, Australia",Pega Senior System Architect,60938,833,753.4226,1
68,37,6842,Dialog Information Technology,1168,urn:li:company:6082,371,au,1,372,male,0,"Melbourne, Australia","urn:li:fs_region:(au,4900)",Pega Senior System Architect,urn:li:member:100496000,"Brisbane, Australia",FileNet Consultant,60939,833,893.9694,1
69,37,910615,HCL Technologies,140424,urn:li:company:1756,371,au,1,372,male,0,"Melbourne, Australia","urn:li:fs_region:(au,4900)",Pega Senior System Architect,urn:li:member:100496000,"Gurgaon, India",Lead Engineer ( FileNet),60941,833,884.6441,1
70,37,758,Guerrilla,32,urn:li:company:1313529,70,au,1,70,male,0,"Brisbane, Australia","urn:li:fs_region:(au,4909)",Lead Software Engineer at guerrilla digital,urn:li:member:100497522,"Sydney, Australia",Lead Software Engineer,62863,1522,931.1667,1
71,37,758,Guerrilla,32,urn:li:company:1313529,70,au,1,70,male,0,"Brisbane, Australia","urn:li:fs_region:(au,4909)",Lead Software Engineer at guerrilla digital,urn:li:member:100497522,"Sydney, Australia",.NET Developer,62864,1522,931.1667,1
72,28,1361,Biarri,40,urn:li:company:211330,359,au,1,358,male,1,"Highgate Hill, Queensland, Australia","urn:li:fs_city:(au,4-175)",Principal Software Engineer at Twyla AI,urn:li:member:100518114,"Brisbane, Australia",Optimisation Consultant,263047,440.75,725.2174,1
73,28,814,Console Connect,8,urn:li:company:6590353,359,au,1,358,male,1,"Highgate Hill, Queensland, Australia","urn:li:fs_city:(au,4-175)",Principal Software Engineer at Twyla AI,urn:li:member:100518114,"Brisbane, Australia",Senior Software Engineer,263048,440.75,563.1613,1
74,28,814,Console Connect,8,urn:li:company:6590353,359,au,1,358,male,1,"Highgate Hill, Queensland, Australia","urn:li:fs_city:(au,4-175)",Principal Software Engineer at Twyla AI,urn:li:member:100518114,"Brisbane, Australia",Software Engineer,263049,440.75,563.1613,1
75,28,7435,NEXTDC,190,urn:li:company:1011287,359,au,1,358,male,1,"Highgate Hill, Queensland, Australia","urn:li:fs_city:(au,4-175)",Principal Software Engineer at Twyla AI,urn:li:member:100518114,"Brisbane, Australia",Software Engineer,263050,440.75,558.2087,1
76,28,181090,The University of Queensland,10735,urn:li:company:166664,359,au,1,358,male,1,"Highgate Hill, Queensland, Australia","urn:li:fs_city:(au,4-175)",Principal Software Engineer at Twyla AI,urn:li:member:100518114,"Sydney, Australia",Software Developer,263051,440.75,869.8554,1
77,28,181090,The University of Queensland,10735,urn:li:company:166664,359,au,1,358,male,1,"Highgate Hill, Queensland, Australia","urn:li:fs_city:(au,4-175)",Principal Software Engineer at Twyla AI,urn:li:member:100518114,"Sydney, Australia",Tutor,263052,440.75,869.8554,1
78,28,181090,The University of Queensland,10735,urn:li:company:166664,359,au,1,358,male,1,"Highgate Hill, Queensland, Australia","urn:li:fs_city:(au,4-175)",Principal Software Engineer at Twyla AI,urn:li:member:100518114,"Sydney, Australia",Tutor,263054,440.75,869.8554,1
79,28,181090,The University of Queensland,10735,urn:li:company:166664,359,au,1,358,male,1,"Highgate Hill, Queensland, Australia","urn:li:fs_city:(au,4-175)",Principal Software Engineer at Twyla AI,urn:li:member:100518114,Saint Lucia,Tutor,263056,440.75,869.8554,1
80,28,908,GEON print & communications solutions,113,urn:li:company:134446,359,au,1,358,male,1,"Highgate Hill, Queensland, Australia","urn:li:fs_city:(au,4-175)",Principal Software Engineer at Twyla AI,urn:li:member:100518114,"186 Railway Parade, Bassendean WA 6054",Pre-Press Operator,263058,440.75,1169.3655,1
81,28,14331,Twyla AI,1270,urn:li:company:10231806,359,au,1,358,male,1,"Highgate Hill, Queensland, Australia","urn:li:fs_city:(au,4-175)",Principal Software Engineer at Twyla AI,urn:li:member:100518114,Berlin,Principal Software Engineer,38395747,440.75,897.0691,0
82,44,105,Enriched Health Care,9,urn:li:company:2253399,255,au,1,255,male,0,"New South Wales, Australia","urn:li:fs_region:(au,4901)",Physiotherapist,urn:li:member:100518471,Port Macquarie,Physiotherapist,208054,917.8571,284,1
83,44,25,Burgess Hill Physiotherapy,1,urn:li:company:1941522,255,au,1,255,male,0,"New South Wales, Australia","urn:li:fs_region:(au,4901)",Physiotherapist,urn:li:member:100518471,Burgess Hill,Practice Principal,208055,917.8571,1249,1
84,43,715,Softlink,105,urn:li:company:38021,477,au,1,486,male,0,"Brisbane Area, Australia","urn:li:fs_region:(au,4909)",ICT Education consultant and stakeholder specialist,urn:li:member:10066220,"Brisbane, Australia",Education Consultant,158689,867,1169.0519,1
85,43,21556,"Department of Education & Training, Victoria",11513,urn:li:company:689958,477,au,1,486,male,0,"Brisbane Area, Australia","urn:li:fs_region:(au,4909)",ICT Education consultant and stakeholder specialist,urn:li:member:10066220,"Ballarat, Victoria",Training & Support Officer,158690,867,977.6615,1
86,43,3834,"Department of Health, Victoria - now Department of Health & Human Services, Victoria",537,urn:li:company:742163,477,au,1,486,male,0,"Brisbane Area, Australia","urn:li:fs_region:(au,4909)",ICT Education consultant and stakeholder specialist,urn:li:member:10066220,"Ballarat, Victoria",Information Support Officer,158691,867,955.2623,1
87,43,51,Datalink Internet Systems Pty Ltd,7,urn:li:company:279906,477,au,1,486,male,0,"Brisbane Area, Australia","urn:li:fs_region:(au,4909)",ICT Education consultant and stakeholder specialist,urn:li:member:10066220,"Hawthorn, Victoria",Marketing and Communications Officer,158693,867,927.4348,1
88,43,51,Datalink Internet Systems Pty Ltd,7,urn:li:company:279906,477,au,1,486,male,0,"Brisbane Area, Australia","urn:li:fs_region:(au,4909)",ICT Education consultant and stakeholder specialist,urn:li:member:10066220,"Hawthorn East, Victoria",Market Engagement Manager,158695,867,927.4348,1
89,43,51,Datalink Internet Systems Pty Ltd,7,urn:li:company:279906,477,au,1,486,male,0,"Brisbane Area, Australia","urn:li:fs_region:(au,4909)",ICT Education consultant and stakeholder specialist,urn:li:member:10066220,"Melbourne, Victoria",Sales and Marketing Manager,158696,867,927.4348,1
90,43,51,Datalink Internet Systems Pty Ltd,7,urn:li:company:279906,477,au,1,486,male,0,"Brisbane Area, Australia","urn:li:fs_region:(au,4909)",ICT Education consultant and stakeholder specialist,urn:li:member:10066220,"Melbourne, Victoria",Professional Services Manager,158698,867,927.4348,1
91,43,51,Datalink Internet Systems Pty Ltd,7,urn:li:company:279906,477,au,1,486,male,0,"Brisbane Area, Australia","urn:li:fs_region:(au,4909)",ICT Education consultant and stakeholder specialist,urn:li:member:10066220,"Murrumbeena, Victoria",Business Consultant,158700,867,927.4348,1
92,43,110,Strathfield Group,9,urn:li:company:1234633,477,au,1,486,male,0,"Brisbane Area, Australia","urn:li:fs_region:(au,4909)",ICT Education consultant and stakeholder specialist,urn:li:member:10066220,"Brisbane, Queensland",Sales Executive,158703,867,1335.1509,1
93,43,148934,Griffith University,8026,urn:li:company:164056,477,au,1,486,male,0,"Brisbane Area, Australia","urn:li:fs_region:(au,4909)",ICT Education consultant and stakeholder specialist,urn:li:member:10066220,"Brisbane, Queensland",Research Assistant,158704,867,858.5587,1
94,49,48,Prodonovich Advisory,7,urn:li:company:2638269,500,au,1,8115,male,0,"Sydney Area, Australia","urn:li:fs_region:(au,4910)",Strategy | Business Development | Client Experience Management,urn:li:member:10071947,Sydney,Principal,300923,1204.1429,288.5,1
